3303,タデ科,[タデ科],[Polygonaceae],[タデ科],[Polygonaceae],種子,西山遺跡,02：青森県,三戸郡南部町,40.4675,141.383889,弥生時代,椿坂恭代（北海道大学埋蔵文化財調査室）,1991,自然化学的分析－西山遺跡から検出された微細植物遺体について,112-113,―,炭化,雷遺跡・西山遺跡発掘調査報告書－福地村天魔平地区農道整備事業に係る埋蔵文化財発掘調査報告書－青森県埋蔵文化財調査報告書第136集,青森県埋蔵文化財調査センター
3304,アカザ属,[ヒユ科],[Amaranthaceae],[アカザ科],[Chenopodiaceae],種子,西山遺跡,02：青森県,三戸郡南部町,40.4675,141.383889,弥生時代,椿坂恭代（北海道大学埋蔵文化財調査室）,1991,自然化学的分析－西山遺跡から検出された微細植物遺体について,112-113,―,炭化,雷遺跡・西山遺跡発掘調査報告書－福地村天魔平地区農道整備事業に係る埋蔵文化財発掘調査報告書－青森県埋蔵文化財調査報告書第136集,青森県埋蔵文化財調査センター
3305,ニワトコ属,[レンプクソウ科],[Adoxaceae],[スイカズラ科],[Caprifoliaceae],種子,西山遺跡,02：青森県,三戸郡南部町,40.4675,141.383889,弥生時代,椿坂恭代（北海道大学埋蔵文化財調査室）,1991,自然化学的分析－西山遺跡から検出された微細植物遺体について,112-113,―,炭化,雷遺跡・西山遺跡発掘調査報告書－福地村天魔平地区農道整備事業に係る埋蔵文化財発掘調査報告書－青森県埋蔵文化財調査報告書第136集,青森県埋蔵文化財調査センター
3306,クルミ属,[クルミ科],[Juglandaceae],[クルミ科],[Juglandaceae],内果皮,西山遺跡,02：青森県,三戸郡南部町,40.4675,141.383889,弥生時代,椿坂恭代（北海道大学埋蔵文化財調査室）,1991,自然化学的分析－西山遺跡から検出された微細植物遺体について,112-113,―,炭化,雷遺跡・西山遺跡発掘調査報告書－福地村天魔平地区農道整備事業に係る埋蔵文化財発掘調査報告書－青森県埋蔵文化財調査報告書第136集,青森県埋蔵文化財調査センター
5040,イネ,[イネ科],[Poaceae(Gramineae)],[イネ科],[Gramineae],果実,中居林遺跡,02：青森県,八戸市大字中居林字中居林36－15,40.488333,141.493889,弥生時代,椿坂恭代（札幌国際大学博物館客員研究員）,2010,理化学的分析－中居林遺跡出土の植物種子,116－118,―,酸化,中居林遺跡Ⅲ－県道八戸環状線道路建設事業に伴う遺跡発掘調査報告－青森県埋蔵文化財調査報告書第485集,青森県埋蔵文化財調査センター
5041,アカザ属,[ヒユ科],[Amaranthaceae],[アカザ科],[Chenopodiaceae],種子,中居林遺跡,02：青森県,八戸市大字中居林字中居林36－15,40.488333,141.493889,弥生時代,椿坂恭代（札幌国際大学博物館客員研究員）,2010,理化学的分析－中居林遺跡出土の植物種子,116－118,―,酸化,中居林遺跡Ⅲ－県道八戸環状線道路建設事業に伴う遺跡発掘調査報告－青森県埋蔵文化財調査報告書第485集,青森県埋蔵文化財調査センター
5042,エノキグサ属,[トウダイグサ科],[Euphorbiaceae],[トウダイグサ科],[Euphorbiaceae],種子,中居林遺跡,02：青森県,八戸市大字中居林字中居林36－15,40.488333,141.493889,弥生時代,椿坂恭代（札幌国際大学博物館客員研究員）,2010,理化学的分析－中居林遺跡出土の植物種子,116－118,―,酸化,中居林遺跡Ⅲ－県道八戸環状線道路建設事業に伴う遺跡発掘調査報告－青森県埋蔵文化財調査報告書第485集,青森県埋蔵文化財調査センター
5043,タデ科,[タデ科],[Polygonaceae],[タデ科],[Polygonaceae],痩果,中居林遺跡,02：青森県,八戸市大字中居林字中居林36－15,40.488333,141.493889,弥生時代,椿坂恭代（札幌国際大学博物館客員研究員）,2010,理化学的分析－中居林遺跡出土の植物種子,116－118,―,酸化,中居林遺跡Ⅲ－県道八戸環状線道路建設事業に伴う遺跡発掘調査報告－青森県埋蔵文化財調査報告書第485集,青森県埋蔵文化財調査センター
5044,ミズキ属,[ミズキ科],[Cornaceae],[ミズキ科],[Cornaceae],核,中居林遺跡,02：青森県,八戸市大字中居林字中居林36－15,40.488333,141.493889,弥生時代,椿坂恭代（札幌国際大学博物館客員研究員）,2010,理化学的分析－中居林遺跡出土の植物種子,116－118,―,酸化,中居林遺跡Ⅲ－県道八戸環状線道路建設事業に伴う遺跡発掘調査報告－青森県埋蔵文化財調査報告書第485集,青森県埋蔵文化財調査センター
5377,クルミ,[クルミ科],[Juglandaceae],[クルミ科],[Juglandaceae],―,垂柳遺跡,02：青森県,南津軽郡田舎館村大字垂柳字大面25,40.633889,140.568056,弥生時代中期？,？,1993,調査内容－出土遺物－その他の遺物,85,―,―,垂柳遺跡発掘調査報告書（8）,田舎館村教育委員会
