5770,オニグルミ,[クルミ科],[Juglandaceae],[クルミ科],[Juglandaceae],内果皮破片,田向冷水遺跡,02：青森県,八戸市大字田向字冷水,40.488889,141.510833,古墳時代,吉川純子（古代の森研究舎）,2006,自然科学的分析－八戸市田向冷水遺跡より出土した種実,59－61,―,炭化，住居,田向冷水遺跡－田向土地区画整理事業に伴う発掘調査報告書2－Ⅱ巻－八戸市埋蔵文化財調査報告書第113集,八戸市教育委員会
5771,ブナ科,[ブナ科],[Fagaceae],[ブナ科],[Fagaceae],果皮破片,田向冷水遺跡,02：青森県,八戸市大字田向字冷水,40.488889,141.510833,古墳時代,吉川純子（古代の森研究舎）,2006,自然科学的分析－八戸市田向冷水遺跡より出土した種実,59－61,―,住居,田向冷水遺跡－田向土地区画整理事業に伴う発掘調査報告書2－Ⅱ巻－八戸市埋蔵文化財調査報告書第113集,八戸市教育委員会
5772,トチノキ,[ムクロジ科],[Sapindaceae],[トチノキ科],[Hippocastanaceae],種皮破片,田向冷水遺跡,02：青森県,八戸市大字田向字冷水,40.488889,141.510833,古墳時代,吉川純子（古代の森研究舎）,2006,自然科学的分析－八戸市田向冷水遺跡より出土した種実,59－61,―,炭化，住居,田向冷水遺跡－田向土地区画整理事業に伴う発掘調査報告書2－Ⅱ巻－八戸市埋蔵文化財調査報告書第113集,八戸市教育委員会
5773,ヤマブドウ,[ブドウ科],[Vitaceae],[ブドウ科],[Vitaceae],種子,田向冷水遺跡,02：青森県,八戸市大字田向字冷水,40.488889,141.510833,古墳時代,吉川純子（古代の森研究舎）,2006,自然科学的分析－八戸市田向冷水遺跡より出土した種実,59－61,―,住居,田向冷水遺跡－田向土地区画整理事業に伴う発掘調査報告書2－Ⅱ巻－八戸市埋蔵文化財調査報告書第113集,八戸市教育委員会
5774,イネ,[イネ科],[Poaceae(Gramineae)],[イネ科],[Gramineae],胚乳,田向冷水遺跡,02：青森県,八戸市大字田向字冷水,40.488889,141.510833,古墳時代,吉川純子（古代の森研究舎）,2006,自然科学的分析－八戸市田向冷水遺跡より出土した種実,59－61,―,炭化，住居,田向冷水遺跡－田向土地区画整理事業に伴う発掘調査報告書2－Ⅱ巻－八戸市埋蔵文化財調査報告書第113集,八戸市教育委員会
5775,エノコログサ属,[イネ科],[Poaceae(Gramineae)],[イネ科],[Gramineae],内頴,田向冷水遺跡,02：青森県,八戸市大字田向字冷水,40.488889,141.510833,古墳時代,吉川純子（古代の森研究舎）,2006,自然科学的分析－八戸市田向冷水遺跡より出土した種実,59－61,―,住居,田向冷水遺跡－田向土地区画整理事業に伴う発掘調査報告書2－Ⅱ巻－八戸市埋蔵文化財調査報告書第113集,八戸市教育委員会
5776,エノキグサ,[トウダイグサ科],[Euphorbiaceae],[トウダイグサ科],[Euphorbiaceae],種子,田向冷水遺跡,02：青森県,八戸市大字田向字冷水,40.488889,141.510833,古墳時代,吉川純子（古代の森研究舎）,2006,自然科学的分析－八戸市田向冷水遺跡より出土した種実,59－61,―,住居,田向冷水遺跡－田向土地区画整理事業に伴う発掘調査報告書2－Ⅱ巻－八戸市埋蔵文化財調査報告書第113集,八戸市教育委員会
8207,オニグルミ,[クルミ科],[Juglandaceae],[クルミ科],[Juglandaceae],内果皮,沢田遺跡,03：岩手県,奥州市胆沢区南都田字沢田62,39.122222,141.088889,古墳時代,吉川純子（古代の森研究舎）,2014,附編ｰ沢田遺跡の自然科学分析ｰ種実・種子同定分析,129ｰ131,―,炭化,沢田遺跡発掘調査報告書ｰ経営体育成基盤整備事業南下幅北部地区関連遺跡発掘調査ｰ岩手県文化振興事業団埋蔵文化財調査報告書第626集,（公財）岩手県文化振興事業団埋蔵文化財センター
8209,イネ,[イネ科],[Poaceae(Gramineae)],[イネ科],[Gramineae],穎果,沢田遺跡,03：岩手県,奥州市胆沢区南都田字沢田62,39.122222,141.088889,古墳時代,吉川純子（古代の森研究舎）,2014,附編ｰ沢田遺跡の自然科学分析ｰ種実・種子同定分析,129ｰ131,―,―,沢田遺跡発掘調査報告書ｰ経営体育成基盤整備事業南下幅北部地区関連遺跡発掘調査ｰ岩手県文化振興事業団埋蔵文化財調査報告書第626集,（公財）岩手県文化振興事業団埋蔵文化財センター
8210,キビ,[イネ科],[Poaceae(Gramineae)],[イネ科],[Gramineae],内穎果,沢田遺跡,03：岩手県,奥州市胆沢区南都田字沢田62,39.122222,141.088889,古墳時代,吉川純子（古代の森研究舎）,2014,附編ｰ沢田遺跡の自然科学分析ｰ種実・種子同定分析,129ｰ131,―,―,沢田遺跡発掘調査報告書ｰ経営体育成基盤整備事業南下幅北部地区関連遺跡発掘調査ｰ岩手県文化振興事業団埋蔵文化財調査報告書第626集,（公財）岩手県文化振興事業団埋蔵文化財センター
